"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"19780522035359I","22-MAY-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-9","32","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","3340L","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780527040789I","27-MAY-78","TURNERS FALLS","MA","TURNERS FALLS MUNI","INCIDENT","MINOR","FORCED LANDING","CESSNA","CE-182","","","OTHER","PARACHUTE JUMPING","NONE","5845B","0","0","","","","1","COMMERCIAL PILOT","500","56","0","0"
"19780528040469I","28-MAY-78","NORWOOD","MA","NORWOOD MUNI","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","PIPER","PA-28","PA-28-140","WIGGINS AIRWAYS","INSTRUCTION","PILOT SCHOOLS","NONE","1238H","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","4245","11","0","0"
"19780528040699I","28-MAY-78","BEDFORD","MA","","INCIDENT","MINOR","CLIMB","PIPER","PA-32","PA-32-300","","PERSONAL","GENERAL OPERATING RULES","NONE","52465","0","0","","","","1","COMMERCIAL PILOT","883","11","0","0"
"19780529041139I","29-MAY-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","200","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","6841","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780607044909I","07-JUN-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","200","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8111N","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780607044929I","07-JUN-78","EAST BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","","","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","973VJ","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780613045729I","13-JUN-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","LOCKHEED","L-1011 TRISTAR","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","81028","0","0","RROYCE","RB211*","RB211","3","AIRLINE TRANSPORT","","0","0","0"
"19780615046029I","15-JUN-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","707","320C","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","794TW","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19780616046049I","16-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","BOEING","747","100","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","93106","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19780616046059I","16-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT","BOEING","707","320B","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","775TW","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19780616046069I","16-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","455DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780617046379I","17-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","TO ABORTED (FIXED WING)","LOCKHEED","L-1011 TRISTAR","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","329EA","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780617046389I","17-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","ROLL-OUT (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-8","","THE FLYING TIGER LINE INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","783T","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780619046789I","19-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","CLIMB","BOEING","727","200","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1928","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780622047259I","22-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","LEVEL OFF TOUCHDOWN","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8936","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780622047269I","22-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8952","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780623036239I","23-JUN-78","SOUTH WEYMOUTH","MA","","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","CE-172-H","","PERSONAL","GENERAL OPERATING RULES","NONE","1692F","0","0","","","","1","COMMERCIAL PILOT","1500","0","0","0"
"19780623036429I","23-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","TO ABORTED (FIXED WING)","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1070T","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780623036459I","23-JUN-78","BOSTON","MA","BOSTON INTL","INCIDENT","","OTHER GROUND OPERATIONS","LOCKHEED","L-1011 TRISTAR","","","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","11004","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780625035729I","25-JUN-78","BARRE PLAINS","MA","","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28","PA-28-180","","PERSONAL","GENERAL OPERATING RULES","NONE","7128W","0","0","","","","1","COMMERCIAL PILOT","3500","600","0","0"
"19780627035619I","27-JUN-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","3340L","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780628039509I","28-JUN-78","WORCESTER","MA","WORCESTER RGNL","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-60","PA-60-600","","BUSINESS","GENERAL OPERATING RULES","NONE","7526S","0","0","","","","","PRIVATE PILOT","2600","300","0","0"
"19780705042409I","05-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-1011 TRISTAR","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","318EA","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780706042469I","06-JUL-78","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","","FCD/PREC LDG FROM CRUISE","CESSNA","CE-172","","","PERSONAL","GENERAL OPERATING RULES","NONE","19952","0","0","LYC","O320D2G","O320","1","PRIVATE PILOT","170","160","0","0"
"19780708043099I","08-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-8","","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8065U","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780708043139I","08-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-1011 TRISTAR","","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","11004","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780710042989I","10-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","MCDONNELL-DOUGLAS-BOEING","DC-9","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8926E","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780711043189I","11-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-8","","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8079U","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780712043399I","12-JUL-78","NORWOOD","MA","NORWOOD MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","PIPER","PA-28R","PA-28R-201","","PERSONAL","GENERAL OPERATING RULES","NONE","9539C","0","0","","","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","11000","100","0","0"
"19780717048339I","17-JUL-78","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","FAIRCHILD","FH-227","B","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","4218","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780720035659I","20-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","OPERATIONS ON GROUND FROM LANDING/ROTORCRAFT","FAIRCHILD","FH-227","C","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","377NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780720038569I","20-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","LEVEL OFF TOUCHDOWN","FAIRCHILD","FH-227","C","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","379NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780721036119I","21-JUL-78","MARTHAS VINEYARD","MA","MARTHAS VINEYAR MUNI","INCIDENT","MINOR","ROLL-OUT (FIXED WING)","BEECH","BE-35","BE-35-33","","PERSONAL","GENERAL OPERATING RULES","NONE","6284V","0","0","","","","1","PRIVATE PILOT","","0","0","0"
"19780722038559I","22-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","488DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780724039139I","24-JUL-78","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","PIPER","PA-23","PA-23-250","","OTHER","GENERAL OPERATING RULES","NONE","6741Y","0","0","","","","2","COMMERCIAL PILOT","800","30","0","0"
"19780728036719I","28-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","OTHER GROUND OPERATIONS","LOCKHEED","L-1011 TRISTAR","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","721DA","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780730047529I","30-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","LOCKHEED","L-382","L-382-E","","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","11ST","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19780731044469I","31-JUL-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","15","","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1070T","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780731044549I","31-JUL-78","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","PIPER","PA-38","PA-38-112","","INSTRUCTION","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","9241T","0","0","","","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","630","70","0","0"
"19780801047569I","01-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","479DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780802047709I","02-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","DE HAVILLAND-BOMBARDIER","DHC-6 TWIN OTTER","","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR TAXI/COMMUTER","INSTRUMENT FLIGHT RULES","264Z","0","0","PWA","PT6A27","PT6","","AIRLINE TRANSPORT","","0","0","0"
"19780802047759I","02-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-382","L-382-E","TRANSAMERICA AIRLINES INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","11ST","0","0","","","","4","AIRLINE TRANSPORT","","0","0","0"
"19780802047959I","02-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TAKEOFF GROUND ROLL","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","471DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780804049859I","04-AUG-78","NEW BRAINTREE","MA","","INCIDENT","MINOR","CLIMB","","","","","PERSONAL","GENERAL OPERATING RULES","NONE","2321B","0","0","","","","","PRIVATE PILOT","300","2","0","0"
"19780806050239I","06-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","DESCENT","MCDONNELL-DOUGLAS-BOEING","DC-8","","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8092U","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780808049539I","08-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8925E","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780808049849I","08-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","31CF","AIR CANADA","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","NR163","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780809049869I","09-AUG-78","WESTFIELD","MA","BARNES MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","CESSNA","CE-177","CE-177-RG","","PERSONAL","GENERAL OPERATING RULES","NONE","52823","0","0","","","","1","PRIVATE PILOT","250","9","0","0"
"19780811037599I","11-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","LEVEL OFF TOUCHDOWN","BOEING","747","","LUFTHANSA CARGO AIRLINES","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","DABYE","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780811037689I","11-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","MCDONNELL-DOUGLAS-BOEING","DC-10","","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","117","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780812037639I","12-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BAC-BAE SYSTEMS","ONE-ELEVEN","","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","132VJ","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780813037529I","13-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","LOCKHEED","L-1011 TRISTAR","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","702DL","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780814037169I","14-AUG-78","PLYMOUTH","MA","PLYMOUTH MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","BEECH","BE-35","BE-35-C33","","PERSONAL","GENERAL OPERATING RULES","NONE","5492U","0","0","","","","1","PRIVATE PILOT","659","20","0","0"
"19780814037209I","14-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","8922E","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780814037219I","14-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","405DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780814037229I","14-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","489DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780815037139I","15-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","BOEING","727","200","AMERICAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","823AA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780815037149I","15-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","MCDONNELL-DOUGLAS-BOEING","DC-9","","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","985VJ","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780817038019I","17-AUG-78","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","DESCENT","FAIRCHILD","FH-227","C","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","377NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780818049129I","18-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","BOEING","727","","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","488DA","0","0","PWA","JT8*","JT8","3","AIRLINE TRANSPORT","","0","0","0"
"19780824048659I","24-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","MCDONNELL-DOUGLAS-BOEING","DC-9","32","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","1283L","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780825038959I","25-AUG-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","BOEING","707","120B","TRANS WORLD AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","748TW","0","0","PWA","JT3D*","JT3D","4","AIRLINE TRANSPORT","","0","0","0"
"19780829038199I","29-AUG-78","CHICOPEE","MA","WESTOVER ARB/METROPOLITAN","INCIDENT","","LEVEL OFF TOUCHDOWN","PIPER","PA-28","","","PERSONAL","GENERAL OPERATING RULES","NONE","5622W","0","0","","","","","PRIVATE PILOT","1400","400","0","0"
"19780831038379I","31-AUG-78","GREAT BARRINGTON","MA","GREAT BARRINGTO MUNI","INCIDENT","","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","PIPER","PA-30","","","PERSONAL","GENERAL OPERATING RULES","INSTRUMENT FLIGHT RULES","8078Y","0","0","","","","2","COMMERCIAL PILOT","2300","0","0","0"
"19780901016729I","01-SEP-78","HYANNIS","MA","BARNSTABLE MUNI-BOARDMAN/POLANDO FIELD","INCIDENT","","NORMAL CRUISE","FAIRCHILD","FH-227","C","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","376NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780903017359I","03-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","727","200","DELTA AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","511DA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780907018539I","07-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-1011 TRISTAR","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","301EA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780910019189I","10-SEP-78","NORWOOD","MA","NORWOOD MUNI","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","RUTAN","VARIEZE","","","PERSONAL","GENERAL OPERATING RULES","VISUAL FLIGHT RULES","899EZ","0","0","","","","1","PRIVATE PILOT","320","2","0","0"
"19780911016839I","11-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","LOCKHEED","L-1011 TRISTAR","","EASTERN AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","306EA","0","0","","","","3","AIRLINE TRANSPORT","","0","0","0"
"19780913017469I","13-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","CLIMB","LOCKHEED","L-188 ELECTRA","","HAWAIIAN AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","172PS","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780914019039I","14-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","STARTING ENGINES","PIPER","PA-34","PA-34-200T","PUBLIC AVIATION","AIR TAXI (NON-SCHEDULED)","AIR TAXI/COMMUTER","NONE","7678C","0","0","","","","2","AIRLINE TRANSPORT","15000","80","0","0"
"19780914019049I","14-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","FAIRCHILD","FH-227","","AIR NEW ENGLAND INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","375NE","0","0","","","","2","AIRLINE TRANSPORT","","0","0","0"
"19780918019739I","18-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","BOEING","707","","TRANS WORLD AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","870TW","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780918019749I","18-SEP-78","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","TO ABORTED (FIXED WING)","LOCKHEED","L-188 ELECTRA","A","HUMMEL AIR SERVICE INC","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","172PS","0","0","","","","","AIRLINE TRANSPORT","","0","0","0"
"19780919020089I","19-SEP-78","WORCESTER","MA","WORCESTER RGNL","INCIDENT","","TOUCH AND GO LANDING","CESSNA","CE-150","CE-150-M","","PERSONAL","GENERAL OPERATING RULES","NONE","714SS","0","0","","","","1","PRIVATE PILOT","120","100","0","0"
