,AIDS Report Number,Event City,Aircraft Make,Aircraft Model,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Total Fatalities,Total Injuries,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model
128,19780813037529I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
129,19780814037169I,PLYMOUTH,BEECH,BE-35,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,659.0,20.0
130,19780814037209I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
131,19780814037219I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
132,19780814037229I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
133,19780815037139I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
134,19780815037149I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
135,19780817038019I,HYANNIS,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
136,19780818049129I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
137,19780824048659I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
138,19780825038959I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
139,19780829038199I,CHICOPEE,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1400.0,400.0
140,19780831038379I,GREAT BARRINGTON,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2300.0,547.8739469578783
141,19780901016729I,HYANNIS,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
142,19780903017359I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
143,19780907018539I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
144,19780910019189I,NORWOOD,RUTAN,VARIEZE,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,320.0,2.0
145,19780911016839I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
146,19780913017469I,BOSTON,LOCKHEED,L-188 ELECTRA,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
147,19780914019039I,BOSTON,PIPER,PA-34,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,AIRLINE TRANSPORT,15000.0,80.0
148,19780914019049I,BOSTON,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
149,19780918019739I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
150,19780918019749I,BOSTON,LOCKHEED,L-188 ELECTRA,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
151,19780919020089I,WORCESTER,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,120.0,100.0
152,19780919020259I,WESTFIELD,CESSNA,CE-310,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,230.0,25.0
153,19780921019709I,WORCESTER,CESSNA,CE-182,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,1000.0,300.0
154,19780921019819I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
155,19780922027259I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
156,19780922027279I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
157,19780924017599I,NORWOOD,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,568.0,187.0
158,19780925018139I,MARLBORO,CESSNA,CE-150,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,63.0,63.0
159,19780926028511I,PLYMOUTH,PIPER,PA-28,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,400.0,300.0
160,19780926028512I,PLYMOUTH,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,503.0,503.0
161,19780926028529I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
162,19780926028699I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
163,19780926028709I,BOSTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,VISUAL FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
164,19780927020359I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
165,19780927020399I,,TCRAFT,DC,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,STUDENT,300.0,300.0
166,19781002030909I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
167,19781002030919I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
168,19781003030989I,NORWOOD,LAKE,LA-4,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,2015.0,1200.0
169,19781005031199I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
170,19781008029869I,BOSTON,BOEING,747,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
171,19781012030199I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
172,19781013030479I,BOSTON,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,900.0,700.0
173,19781014030359I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
174,19781018032739I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
175,19781018032789I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
176,19781018032809I,BURLINGTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,0,0,,2824.522308892356,547.8739469578783
177,19781020029179I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
178,19781021029469I,PLYMOUTH,ENSTRM,ENSTRM-F28,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,8600.0,2700.0
179,19781022029629I,TURNERS FALLS,CESSNA,CE-182,OTHER,GENERAL OPERATING RULES,NONE,1,0,,2824.522308892356,547.8739469578783
180,19781022029679I,BEDFORD,MOONEY,M-20,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,208.0,17.0
181,19781022029779I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
182,19781101023889I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
183,19781103024049I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
184,19781103024059I,BOSTON,LOCKHEED,HERCULES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
185,19781108022219I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
186,19781112019449I,BOSTON,BOEING,747,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
187,19781112019579I,BOSTON,PIPER,PA-30,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,AIRLINE TRANSPORT,9800.0,1500.0
188,19781114026829I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
189,19781115026709I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
190,19781121026259I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
191,19781122026249I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
192,19781123025709I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
193,19781127025949I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
194,19781201021829I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
195,19781205022479I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
196,19781206022719I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
197,19781209022129I,BOSTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,47000.0,1500.0
198,19781216025359I,LAWRENCE,PIPER,PA-28,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,78.0,60.0
199,19781216025389I,BOSTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
200,19781219023409I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
201,19781219023419I,BOSTON,CONVAIR-GENERAL DYNAMICS,CV-340,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
202,19781223021159I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
203,19781223021209I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-8,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
204,19781227020049I,BARRE,CESSNA,CE-150,PERSONAL,GENERAL OPERATING RULES,VISUAL FLIGHT RULES,0,0,PRIVATE PILOT,68.0,33.0
205,19781228020669I,HYANNIS,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
206,19790105000499I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
207,19790112001729I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
208,19790115001799I,BOSTON,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
209,19790116002139I,EAST BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
210,19790123003729I,BEDFORD,BEECH,BE-19,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,21.0,21.0
211,19790124004159I,BOSTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
212,19790127003939I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
213,19790201004289I,PITTSFIELD,LEARJET-BOMBARDIER,LEARJET 24,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,8300.0,1470.0
214,19790201004399I,MARSHFIELD,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,100.0,100.0
215,19790206004949I,BOSTON,DE HAVILLAND-BOMBARDIER,DHC-6 TWIN OTTER,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
216,19790207004419I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
217,19790208005629I,BOSTON,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,4500.0,1500.0
218,19790210006149I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
219,19790210006179I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
220,19790210200189I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-10,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,,2824.522308892356,547.8739469578783
221,19790211006499I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
222,19790213004979I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
223,19790218006529I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
224,19790220007589I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
225,19790221006129I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
226,19790222006189I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
227,19790223007299I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
228,19790226007489I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
229,19790226008289I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
230,19790227008379I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
231,19790228009029I,EAST BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
232,19790301010279I,TEWKSBURY,CESSNA,CE-310,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,COMMERCIAL PILOT,4100.0,400.0
233,19790303010749I,BOSTON,BEECH,BE-18,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2240.0,625.0
234,19790311010989I,NEW BRAIN TREE,CESSNA,CE-172,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT FLIGHT INSTRUCTOR,8000.0,1200.0
235,19790313008599I,HYANNIS,FAIRCHILD,FH-227,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
236,19790313008979I,BOSTON,PIPER,PA-31,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2150.0,650.0
237,19790314009039I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
238,19790315009281I,BOSTON,BEECH,BE-18,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),AIR TAXI/COMMUTER,NONE,0,0,COMMERCIAL PILOT,3000.0,2000.0
239,19790315009282I,BOSTON,PIPER,PA-31,AIR TAXI (NON-SCHEDULED),AIR TAXI/COMMUTER,NONE,0,0,,2824.522308892356,547.8739469578783
240,19790316009719I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
241,19790320010049I,HANSCOM AFB,CESSNA,CE-182,PERSONAL,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,COMMERCIAL PILOT,2000.0,800.0
242,19790321009919I,BOSTON,LEARJET-BOMBARDIER,LEARJET 24,EXECUTIVE,GENERAL OPERATING RULES,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR,7420.0,988.0
243,19790325011429I,BOSTON,BOEING,707,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
244,19790327011769I,CHICOPEE,CESSNA,CE-210,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,1600.0,40.0
245,19790403012509I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
246,19790404013459I,BOSTON,CESSNA,CE-172,BUSINESS,GENERAL OPERATING RULES,NONE,0,0,COMMERCIAL PILOT,445.0,250.0
247,19790406012809I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
248,19790406012829I,BOSTON,BAC-BAE SYSTEMS,ONE-ELEVEN,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
249,19790411010849I,BOSTON,MCDONNELL-DOUGLAS-BOEING,DC-9,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
250,19790412014159I,SOUTH WEYMOUTH,CESSNA,CE-172,PERSONAL,GENERAL OPERATING RULES,NONE,0,0,PRIVATE PILOT,360.0,310.0
251,19790415008219I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
252,19790416023109I,HYANNIS,CESSNA,CE-152,INSTRUCTION,GENERAL OPERATING RULES,NONE,0,0,STUDENT,16.0,14.0
253,19790420024419I,BOSTON,BOEING,727,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
254,19790421024409I,BOSTON,LOCKHEED,L-1011 TRISTAR,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,0,0,AIRLINE TRANSPORT,2824.522308892356,547.8739469578783
